Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA","M&G PHARMACEUTICALS LIMITED, P.O.BOX CT 1681 ACCRA",Drugs,31/05/2021,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/06/2026,ZINTAB 20 DISPERSIBLE TABLETS,Drugs and Nutraceuticals
"AURA PHARMACEUTICALS LIMITED; 306-A, HARI OM PLAZA, M. G. ROAD, BORIVALI (EAST), MUMBAI – 400066, INDIA",MEDICEF PHARMA,Drugs,07/02/2024,MOON PHARMA GHANA LIMITED. P.O.BOX AN 8384 ACCRA-NORTH,01/03/2027,ARAUCLAV 625MG TABLETS,Drugs and Nutraceuticals
"BAODING SUNLIGHT HEIB MEDICAMENT CO. LIMITED, NO 3881, GREAT WALL SOUTH STREET. BAODING CITY HEBEI PROVINCE CHINA",BAODING SUNLIGHT HEIB MEDICAMENT CO. LIMITED,Drugs,06/12/2023,"MEDIVET, P.O.BOX WJ 550 WEIJA ACCRA",01/12/2026,OXYVET 200 LA INJECTABLE,Drugs and Nutraceuticals
"GLOBAL HEALTH LLC, 115191 RUSSIA MOSCOW GAMSONOVSKY LANE 2BLOG, 2 NOON 114 143130, RUSKY DIS. TUCH KOW VILLAGE 6/1 VOSTOCHNY",GLOBAL PHARMA HEALTHCARE LIMITED,Drugs,24/01/2024,"CAREL LOGISTICS LIMITED; P.O.BOX NO. 6092 TESANO, ACCRA",10/02/2027,MONTEWIN TABLETS,Drugs and Nutraceuticals
"Unicom Chemist Limited  - Flour Mill Depot, 214 Winneba Road Next to Takoradi, Chaaba,  , Ghana","Sg Pharma Private Limited - 542 310 Bhuta Niwas Dr Ambedkar Road Matinga E Mum, India",Drugs,02/06/2023,"UNICOM CHEMIST LIMITED, P.O.BOX OS 591, GHANA",01/07/2026,INJECTION  ( Tranexamic Acid 100mg/ml),Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,"NEW GLOBAL PHARMACEUTICALS LIMITED, P.O.BOX 2448, ACCRA",Drugs,01/06/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/07/2026,CIPROFLOXACIN 500MG TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Baader Schulz Laboratories - Plot No. J-6, 0.1.D.C.M.G Udyog Nagar Dabhel, Dama, India",Drugs,08/03/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/04/2027,RONAMOX 100 TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","Baader Schulz Laboratories - Plot No. J-6, 0.1.D.C.M.G Udyog Nagar Dabhel, Dama, Select",Drugs,12/04/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",01/07/2029,RONATRIL EFFER TABLETS,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED,Drugs,29/01/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/08/2028,GLUCOLIFE PLAIN POWDER,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED; P.O.BOX 3345 ACCRA,Drugs,19/11/2021,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/12/2026,NESTER MOUTHWASH ORIGINAL,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",ESKAY THERAPEUTICS P.O BOX 431 DARKUMAN,Drugs,29/01/2024,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/08/2029,CLODOL,Drugs and Nutraceuticals
"ASTRAZENECA UK LIMITED CHARTER WAY, MACCLESFIELD SK10 2NA, UNITED KINGDOM","AstraZeneca AB - SE-151 36 Södertälje     Sweden.             , Sweden",Drugs,19/06/2023,"ASTRAZENECA SCIENTIFIC OFFICE, P.O. BOX OS 2010, OSU, ACCRA, GHANA.",01/04/2026,TAGRISSO TABLETS,Drugs and Nutraceuticals
"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",GR INDUSTRIES LIMITED 15/5 VALCO ROAD HEAVY INDUSTRAIL AREA TEMA,Drugs,10/04/2024,"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",15/04/2028,PENFLOX GR SUSPENSION,Drugs and Nutraceuticals
GLENMARK PHARMACEUTICALS LIMITED B/2 MAHALAXMI CHAMBERS 22 BHALABHAI DESAI RD P.O BOX 265111 MUMBAI 400026 INDIA,GLENMARK PHARMACEUTICALS LIMITED.,Drugs,31/07/2023,"SUPRA PHARMA LIMITED; NO. 6 NII BONIE LOOP DZORWULU PMB CT 333 CANTONMENTS, GHANA",01/06/2026,CANDID V6,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE P.O BOX CT 10805 ACCRA,Drugs,02/10/2023,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/07/2029,ENTRANCE LISINOPRIL,Drugs and Nutraceuticals
"GOLDEN TOWER LIMITED; P.O.BOX 2720, ACCRA","GOLDEN TOWER LIMITED; P.O.BOX 2720, ACCRA",Drugs,09/02/2022,"GOLDEN TOWER LIMITED; P.O.BOX 2720, ACCRA",01/03/2027,PIC CAPLETS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,MUCOTIN CHILD 5% SYRUP,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,11/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2026,DICLONOVA CAPSULES,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",Drugs,18/11/2021,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/12/2026,TETRACYCLINE 250MG CAPSULES,Drugs and Nutraceuticals
HEBEI YUANZHENG PHARMACEUTICALS CO. LIMITED 16 LIUYUANG ROAD SHIJIAZHUANG CITY HEBEI PROVINCE - CHINA,"Hebei Yuanzheng Pharmaceuticals Co. - No.16 Liuyuann Road Shijiazhuang City, Heibei Prov, China",Drugs,06/12/2023,"MULTIVET GHANA Ltd. - Senam House LA Road, P.O. Box CT 5766 Cantonments, Accra Ghana",31/12/2026,MULTIBENDAZOLE 2.5% SUSPENSION  (Each ml contains: Albendazole 25mg),Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805, ACCRA",Drugs,30/08/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/09/2026,EXICAM CAPSULE,Drugs and Nutraceuticals
DANADAMS PHARMACEUTICALS INDUSTRY LIMITED P.O.BOX TS 73 TESHIE ACCRA,DANADAMS PHARMACEUTICALS INDUSTRY LIMITED P.O.BOX TS 73 TESHIE ACCRA,Drugs,09/03/2022,DANADAMS PHARMACEUTICALS INDUSTRY LIMITED P.O.BOX TS 73 TESHIE ACCRA,01/04/2027,TENOFOVEK 300MG TABLETS,Drugs and Nutraceuticals
"Pharmanova Limited - P. O. Box AT 579 Achimota Accra, Ghana","Bharat Parenterals Limited - 144 & 146, Jarod Samlaya Road Vill. Haripura, Ta. Savli, Dist. Vadodara – 391520, Gujarat, India",Drugs,06/08/2024,"Pharmanova Limited - No.3 Okodon Street, Osu Manhean Accra",01/06/2029,PHAMONATE 120MG INJECTION,Drugs and Nutraceuticals
