Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA",BHARAT PARENTERALS LIMITED,Drugs,15/06/2023,ERNEST CHEMIST LIMITED P.O.BOX 3345 ACCRA,01/07/2026,INJECTION  ( Artesunate 30mg),Drugs and Nutraceuticals
"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA","GR INDUSTRIES LIMITED,ACCRA",Drugs,02/10/2023,"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",01/09/2029,CARBOZAP 5%,Drugs and Nutraceuticals
"30TH FLOOR, ALMAS TOWER, JUMEIRAH LAKE TOWERS - DUBAI - UNITED ARAB EMIRATES","Shalina Laboratories Pvt. Ltd - Plot No. E2 & E3, M.I.D.C., Jejuri, Tal Purander, Distt. Pune, Maharashtra, India",Drugs,11/07/2024,"SHALINA HEALTHCARE GHANA LIMITED - North Industrial Area,  Opposite Ghana Revenue Authority. Accra",01/08/2029,TELESHAL 20MG TABLET,Drugs and Nutraceuticals
ACINO AG AM WINDFIELD 3583714 MIEOBACH GERMANY,ACINO PHARMA AG BIRSWEG 2 4253 LIESBERG SWITZERLAND,Drugs,21/07/2023,"GOKALS-LABOREX, P.O.BOX GP 623, 7 BARNES ROAD/FARRAR AVENUE, NEAR HOLY SPIRIT CATHEDRAL, ACCRA, GHANA",03/12/2026,BACTIFLOX NEO 500mg FILM-COATED TABLETS,Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA","M&G PHARMACEUTICALS, P.O.BOX 1681 BANNERMAN ROAD ACCRA",Drugs,23/09/2021,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",01/10/2026,ADULT MALIN PLUS COUGH,Drugs and Nutraceuticals
MEDIBIOS LABORATORIES LTD,"Scott Eclil Pharmacia Limited. - 56 Epip, Phase-I Jharmajri Baddi 173205 H.P, India",Drugs,01/03/2024,MEDIBIOS LABORATORIES GHANA PVT. LTD,01/10/2026,ARTKET-LM,Drugs and Nutraceuticals
AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,AYRTON DRUG MANUFACTURING LIMITED,Drugs,22/01/2020,AYRTON DRUG MANUFACTURING LIMITED P.O BOX 2149 ACCRA,01/03/2030,ALAZOLE,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,09/02/2022,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/03/2027,VALSAR AMH 5 TABLETS,Drugs and Nutraceuticals
"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA","GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",Drugs,02/10/2023,"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",01/09/2028,GML -IBUP CAPSULES,Drugs and Nutraceuticals
"GB PHARMA LIMITED, 65 CHATSWORTH ROAD LONDON NW2 4BG UNITED KINGDOM","LINCOLN PHARMACEUTICALS LIMITED; TRIMUL ESTATE KHHATRAJ, TAL KALOL, DIST. GANDHINAGAR GUJARAT INDIA",Drugs,03/08/2024,GB PHARMA(GH) LIMITED P.O BOX 18100 GPO ACCRA,01/07/2027,CARTESUNAT-120 INJECTION,Drugs and Nutraceuticals
"AJANTA PHARMA LIMITED AJANTA HOUSE CHARKOP KANDIVLI (W) MUMBAI 400067, INDIA","AJANTA PHARMA LIMITED, AJANTA HOUSE, CHARLOP KANDIVLI (WEST) MUMBAI-400067, INDIA",Drugs,08/01/2024,"GOKALS LIMITED; PLOT NO. 5 NO. 3 ROYAL CLOSE BEHIND ROYAL HUSE CHAPEL RING ROAD, WEST, P.O.BOX GP 623 ACCRA, GHANA",01/06/2029,ARTEFAN 60/360 TABLETS,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,"NEW GLOBAL PHARMACEUTICALS LIMITED, P.O.BOX 2448, ACCRA",Drugs,15/07/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/08/2026,GLODRIL TABLETS (SULPHAMETHOXAZOLE 200MG+TRIMETHOPRIM 80MG),Drugs and Nutraceuticals
"EXETER PHARMACEUTICALS, QUEENSGATE HOUSE 48, QUEEN STREET EXETER DEVON EX43SR UNITED KINGDOM",RELIANCE FORMULATION PVT. LIMITED,Drugs,02/12/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/09/2026,TABLETS  (Each tablet contains Glimepiride 4mg),Drugs and Nutraceuticals
"SHALINA HEALTHCARE DMCC; C315, 2 FARRAR AVE, ACCRA",GOPALDAS VISRAM & CO LIMITED,Drugs,17/07/2024,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/08/2029,KETAZOL SHAMPOO,Drugs and Nutraceuticals
"MAXHEAL PHARMACEUTICALS (INDIA) LIMITED, J-7 MIDC TARAPUR IND ESTATE, BOISAR401506, DIST-PALGHAR MAHARASHTRA, INDIA","MAXHEAL PHARMACEUTICALS (INDIA) LIMITED J-7 MIDC TARAPUR IND. ESTATE, BOISAR-401506, MAHARASHTRA, INDIA",Drugs,15/05/2024,NISSI PHARMACY LIMITED P.O BOX OF 676 OFANKOR ACCRA,01/04/2027,DAPRES CAPSULES,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED P.O BOX AT 579 ACHIMOTA,Drugs,02/10/2023,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/06/2029,LISINOVA HTZ FORTE (Each tablet contains Hydrochlorothiazide/Lisinopril 12.5mg/10mg),Drugs and Nutraceuticals
"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA","GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",Drugs,02/10/2023,"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",01/07/2028,BISACODYL TABLETS BP,Drugs and Nutraceuticals
M/S SHALINA HEALTHCARE DMCC30TH FLOOR ALMAS TOWERSJUMEIRAH LAKES TOWERSDUBAIUAE,"SHALINA LABORATORIES PVT. LIMITED PLOT NO. E2&E3, M.I.D.C. JEJURI, TAL PURANDER DIST. PUNE, MAHARASHTRA, INDIA",Drugs,07/11/2024,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/08/2029,ROSHAL 5MG TABLET,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J Phamaceuticals Ltd - Plt no. IND/A/71/G/11, Tema Heavy Industrial Area, Accra, Ghana",Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/07/2029,O-BENDRO  TABLET  (Each tablet contains Bendroflumethiazide 5mg),Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED 3 OKODAN STREET OSU MANHEAN- ACCRA,Drugs,09/04/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/05/2029,LISINOVA 5 TABLETS  (Each tablet contains Lisinopril Dihydrate BP equivalent to Lisinopril 5mg),Drugs and Nutraceuticals
M/S SHALINA HEALTHCARE DMCC30TH FLOOR ALMAS TOWERSJUMEIRAH LAKES TOWERSDUBAIUAE,"SHALINA LABORATORIES PVT. LIMITED PLOT NO. E2&E3, M.I.D.C. JEJURI, TAL PURANDER DIST. PUNE, MAHARASHTRA, INDIA",Drugs,11/07/2024,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/08/2029,ROSHAL 20MG TABLET,Drugs and Nutraceuticals
"Bell, Sons & CO. (Druggists) Limited","BELL SONS & CO (DRUGGIST) GIFFORD HOUSE SLAIDBURN CRESCENT SOUTHPORT , PR9 9AL, UK",Drugs,20/06/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/06/2029,BELL'S CHILDREN COUGH SYRUP,Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",POKUPHARMA LIMITED PH 12 TOTTOE ST FOMESUA KUMASI,Drugs,01/03/2024,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",31/12/2028,POFAKOF ADULT SYRUP,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,25/06/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/07/2026,ENTRIMA CREAM,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED P.O BOX AT 579 ACHIMOTA,Drugs,02/10/2023,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/06/2029,LISINOVA HTZ,Drugs and Nutraceuticals
PFIZER SPECIALITIES LIMITESD 7TH FLOOR 21 LUGGARD V IKOYI LAGOS  NIGERIA,PFIZER (PERTH) PTY LIMITED,Drugs,28/03/2024,"Pfizer Specialties Limited - C/O Iqvia 7 Barnes Road Farrar Avenue, Adabraka, Accra",01/09/2026,ADRIBLASTINA 50MG/5ML INJECTION  (Each 5ml contains Doxorubicin Hydrochloride 50mg),Drugs and Nutraceuticals
"TRADE WINDS CHEMIST LIMITED, P.O BOX 8412 ADUM-KUMASI",TRADE WINDS CHEMIST  LIMITED P.O BOX 8412 ADUM KUMASI,Drugs,02/10/2023,"Trade Winds Chemist Limited - P.O.Box 8412 Adum, Kumasi",01/11/2028,TRADOXY CAPSULES  (Each capsule contains Doxycycline Hyclate BP  100 mg),Drugs and Nutraceuticals
"AJANTA PHARMA LIMITED AJANTA HOUSE CHARKOP KANDIVLI (W) MUMBAI 400067, INDIA","AJANTA PHARMA (INDIA) LIMITED AJANTA HSE, CHORKOP KANDIULI(W), MUMBAI, 400067, INDIA",Drugs,08/01/2024,"GOKALS LIMITED; PLOT NO. 5 NO. 3 ROYAL CLOSE BEHIND ROYAL HUSE CHAPEL RING ROAD, WEST, P.O.BOX GP 623 ACCRA, GHANA",01/06/2029,ARTEFAN 80/480 TABLETS,Drugs and Nutraceuticals
TIL HEALTHCARE PVT LIMITED JHAVE CENTER RAFAH ANNAMALAI BUILDING 72 MARSHALL ROAD EGMIRE CHENNAI 60008 INDIA,"Til Marketing(Ghana) Limited - P.O.Box 3368, Sia Accra-Ghana",Drugs,12/08/2024,"TIL MARKETING GHANA LIMITED, P.O.BOX 3368, SIA ACCRA-GHANA",01/08/2029,SPIROTIL  TABLETS,Drugs and Nutraceuticals
"Unicom Chemist Limited  - Flour Mill Depot, 214 Winneba Road Next to Takoradi, Chaaba,  , Ghana","AVENZA PHARMACEUTICALS PVT. LTD. - Address: Block / Survey No. –111/1 – Paiki (K), Jarod - Samlaya Road, Village – Vadadala – 391520, Tal. – Savli, Dist. – Vadodara, Gujarat State, India",Drugs,01/03/2024,Unicom Chemist Limited - House No 214 Winneba Road P O Box 0S 591 Osu Accra,01/10/2026,PARAMOL SUPPOSITORIES,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,SALOM PHARMACY LIMITED; P.O.BOX 4901 KUMASI,Drugs,16/12/2021,SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,31/12/2026,AMCOF INFANT COUGH SYRUP,Drugs and Nutraceuticals
Ernest Chemist Limited,"Ernest Chemists Limited - P.O Box 3345 Accra, Ghana",Drugs,01/08/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/08/2028,METRO-Z ORAL TABLETS,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",GR INDUSTRIES LIMITED P.O BOX 3366 ACCRA,Drugs,10/04/2024,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/11/2029,ESKAGYL SUSPENSION,Drugs and Nutraceuticals
"Ronak Exim Pvt Ltd - Sant Kabir Road Gendi Gate   Vadodara 390 001Gujarat, India","Aculife Healthcare Private Limited - Village- Sachana, Taluka-Viramgam, District-Ahmedabad-382150 Gujarat, India",Drugs,03/05/2024,"Roxin Ghana Limited - Pmb 78,Osu No. 12 Osu Avenue Ext. Switch Back Road, Adjacent Police Hq. Cantonments Accra",01/05/2027,NIRMET INFUSION  (Each 100ml contains Metronidazole 500mg),Drugs and Nutraceuticals
"MEDIBROAD PHARMA CO. LIMITED ROOM 8/10 JIAXING B'DG, 877 DONGTANG ROAD SHANGHAI 200122,CHINA","WEIFANG ZHONGSHI PHARMACEUTICALS CO. LIMITED ZHENGYING ROAD, FANGZI DISTRICT, WEIFANG SHADONG, CHINA",Drugs,30/05/2024,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/05/2029,MEDISALB INHALER,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE, P.O.BOX CT 1085, ACCRA",Drugs,16/03/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/04/2026,VITAMIN-C 100MG TABLET,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA",BAADER-SCHULZ LABORATORIES,Drugs,08/03/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/04/2027,MEBERONA 100 TABLETS,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS LIMITED GHA COMPLETE MANUFACTURING,Drugs,02/10/2023,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/04/2028,CHLORAMPENICOL  CAPSULES,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,OA & J PHARMACEUTICALS PLOT NO IND/A/71/G/11 HEAVY INDUSTRIAL AREA TEMA,Drugs,28/06/2024,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/07/2029,O-PRED,Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED P.O.BOX 241 TRADE FAIR LA, ACCRA",Drugs,18/06/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/07/2026,MENTHOX COUGH MIXTURE,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA","S.Kant Healthcare Limited - Plot no 1802-1805, G.I.D.C, Phase Ill   Vapi.396195   Gujarat, India",Drugs,26/06/2023,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/08/2026,SKYDIPIN 20 SR TABLETS,Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA","Bharat Parenterals Limited. - Vill. Haripura Ta. Savli, Dist Vadodara 391520 Guj, India",Drugs,15/06/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/07/2026,LAVINAC SUPPOSITORIES  ( Diclofenac Sodium 100mg),Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED P.O.BOX 241, TRADE FAIR LA ACCRA",Drugs,12/04/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/05/2026,DICLOKIN TR CAPSULES,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,03/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2026,NOVAZINC 10 TABLETS,Drugs and Nutraceuticals
"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA",TEVA PHARMA S.LIU,Drugs,20/04/2023,"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA",01/05/2026,TABLETS  ( Atorvastatin Calcium 20mg),Drugs and Nutraceuticals
"MSD(PTY) LIMITED, PRIVATE BAG 3 HALFWAY HOUSE MIDRAND 1685, SOUTH AFRICA",MSD INTERNATIONAL GMHB,Drugs,01/03/2024,"WORLDWIDE HEALTHCARE LIMITED; AMENFI PLAZA PLOT 53, TEMA-MOTORWAY INDUSTRIAL AREA, SPINTEX ROAD, ACCRA-GHANA",01/02/2027,INEGY 10/40 TABLETS,Drugs and Nutraceuticals
"EXETER PHARMACEUTICALS, QUEENSGATE HOUSE 48, QUEEN STREET EXETER DEVON EX43SR UNITED KINGDOM","GSS PHARMA PVT LIMITED, 156/157 A SIDDHI INDUSTRIAL INFRASTRUCTURE PARK WAGHODIA, VADODARA-391760, GUJARAT INDIA",Drugs,08/11/2021,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/08/2030,PREGABALIN 75MG CAPSULES,Drugs and Nutraceuticals
SOCOMED  PHARMA LIMITED NO 3 MARUTI PARADISE PLOT NO 93-95 SECTOR -15 CBD BELAPUR NAVI MUMBAI 400614 INDIA,"SOCOMED PHARMA PVT LIMITED, NO 3 MANTI PARADISE SECTOR 15 CDB BELPUR NAVI MUMBAI INDIA",Drugs,04/09/2021,"HOUSE OF DRUGS, ASAFOATSE NETTEY RD, ACCRA",01/10/2029,COLDITABZ TABLETS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805, ACCRA",Drugs,18/11/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/12/2026,LUFART DRY POWDER,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA",ENICAR PHARMACEUTICALS PVT LIMITED,Drugs,12/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/04/2029,APETIRONA PLUS SYRUP,Drugs and Nutraceuticals
UNICOM CHEMIST LIMITED,"MERCURY LABORATORIES LIMITED 2/12&2/14, P.B NO. 3001, BIDC VADODARA, GUJARAT 390016, INDIA",Drugs,07/06/2024,"UNICOM CHEMIST LIMITED, P.O.BOX OS 591, GHANA",01/07/2029,INJECTION  (Each ml contains  Chlorpromazine Hydrochloride 25mg/ml),Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED P.O.BOX 241 TRADE FAIR, LA GHANA",Drugs,30/08/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/09/2026,PIRIKIN TABLETS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/09/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,CARBOCISTEINE 5% SYRUP,Drugs and Nutraceuticals
"ERNEST CHEMIST LIMITED; P.O.BOX 3345, ACCRA,  GHANA","Ernest Chemists Limited  - Plot 16/17 Tema Heavy Industrial Area   P. O. Box 3345, Accra , Ghana",Drugs,02/10/2023,Ernest Chemist Limited - P.O. Box 3345   Accra,02/10/2030,ATENOLOL 50MG TABLETS,Drugs and Nutraceuticals
"EXETER PHARMACEUTICALS, QUEENSGATE HOUSE 48, QUEEN STREET EXETER DEVON EX43SR UNITED KINGDOM",GSS PHARMA PVT LIMITED,Drugs,15/04/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,31/12/2026,WARFARIN TABLETS,Drugs and Nutraceuticals
"ADD PHARMA GHANA LIMITED; HOUSE NO. BAE 7/1 BAATSONA TEMA GPS CODE GT 3730357, GHANA","Mars Remedies Private Limited - 635, Gidc Estate,Waghodiya 391760 Vadodara Gujarat, India",Drugs,29/08/2024,"Add Pharma Ghana Limited - P.O Box AN 1705, Accra North",01/09/2029,ATORVASTATIN 40MG TABLETS,Drugs and Nutraceuticals
"SKM PHARMA PVT LIMITED TF-10 POINT  INFANTRY ROAD BANGALORE 560001, INDIA","Skm Pharma Private Limited - Tf10 City Point 13 Infantry Road Bangalore 560 001, India",Drugs,06/12/2023,"Frankatson Limited - P.O.Box KN 835, Orgle Road, North Kaneshie-Accra",31/12/2026,TANVIT INJECTION,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,ENTRANCE ANTACID MIXTURE,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",M&G PHARMACEUTICALS LIMITED,Drugs,24/03/2025,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/10/2030,EMGIKOF-S,Drugs and Nutraceuticals
ATLANTIC LIFE SCIENCE LIMITED P.O.BOX PP 103 PRAMPRAM,ATLANTIC LIFE SCIENCE LIMITED P.O.BOX PP 103 PRAMPRAM,Drugs,25/05/2021,ATLANTIC LIFE SCIENCE LIMITED P.O.BOX PP 103 PRAMPRAM,01/06/2026,COMPOUND SODIUM LACTATE INFUSION BP,Drugs and Nutraceuticals
"BAODING SUNLIGHT HEIB MEDICAMENT CO. LIMITED, NO 3881, GREAT WALL SOUTH STREET. BAODING CITY HEBEI PROVINCE CHINA",BAODING SUNLIGHT HERB MEDICAMENT CO LIMITED NO 3881 GREAT WALL SOUTH STREET HEBEI PROVINCE CHINA,Drugs,16/09/2024,"MEDIVET, P.O.BOX WJ 550 WEIJA ACCRA",01/12/2029,SUNPRAZINE  WATER SOLUBLE POWDER,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,PHYTO-RIKER (GIHOC) PHARMACEUTICALS LIMITED,Drugs,03/03/2025,PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,01/05/2030,HAYZINE,Drugs and Nutraceuticals
"PENAK PHARMACY LIMITED; P.O BOX SE 1276, SUAME-KUMASI, GHANA","Mercury Laboratory Limited - Unit No. 2, Halol-Baroda Road, Village: Jarod, Tal: Waghodia, Dist: Vadodara - 391510, Gujarat, India",Drugs,03/04/2024,"PENAK PHARMACY LIMITED; P.O BOX SE 1276, SUAME-KUMASI, GHANA",01/05/2027,PELAFEN EXTRA TABLETS,Drugs and Nutraceuticals
MEGA LIFESCIENCES,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED 51511 MOO 4 SOI 8 BANGPOO INDI. ESTATE PATHANA 3 ROAD PHRAEKSA NNUEANG SAMUTPRALCOM 10280 THAILAND,Drugs,04/09/2024,MEGA LIFESCIENCES PTY LIMITED H.NO D 623/3 1ST BREWERY RD ADABRAKA OFFICIAL TOWN ACCRA,01/05/2029,MEGABA 75MG CAPSULES,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LAB PLOT NO. J-60IDC MAHATMA GANDHI UDYOG NAJAR DHABHEL, DAMAN 396210. U.T. INDIA",Drugs,03/05/2023,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",13/12/2028,PARAFENAC TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LAB, PLOT NO. J-6 OIDC MAHATMA GHANDI UDOG NAGA. DHABHEL DAMAN 396210 UT INDIA",Drugs,16/10/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/11/2029,PARATOP EXTRA TABLET,Drugs and Nutraceuticals
"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA","PHARMAX (INDIA) PVT. LIMITED 9 KURLA INDUSTRIAL ESTATE, GHATKOPAR (W), MUMBAI-400086 INDIA",Drugs,11/07/2024,"RENIE CHEMIST LIMITED, P.O.BOX AN 15194 ACCRA",01/05/2029,BLUCIN 300 INJECTION,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA","M&G PHARMACEUTICALS LIMITED, P.O.BOX CT 1681 GHANA",Drugs,12/04/2021,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/05/2026,MY BABY SIMPLE LINCTUS COUGH SYRUP,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,PHYTO-RIKER,Drugs,07/02/2023,PHYTO-RIKER PHARMACEUTICALS,01/05/2028,MAGISIL TABLETS,Drugs and Nutraceuticals
ESKAY THERAPEUTICS LIMITED,ESKAY THERAPEUTICS LIMITED,Drugs,13/12/2023,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/05/2028,FLUCLOXACILLIN CAPSULES,Drugs and Nutraceuticals
